product_id,name,category,subcategory,unit_price,cost,price_outlier,catalog_name,catalog_category,catalog_price,catalog_cost,stock_units,_merge
78,Unit Cookware,Home & Kitchen,Cookware,213.82,102.41,False,Unit Cookware,Home & Kitchen,224.3683756,102.41,439.0,both
79,Hand Furniture,Home & Kitchen,Furniture,308.93,119.38,False,Hand Furniture,Home & Kitchen,318.4662083,119.38,492.0,both
80,Success Furniture,Home & Kitchen,Furniture,166.05,93.95,False,Success Furniture,Home & Kitchen,164.4073828,93.95,317.0,both
81,Real Furniture,Home & Kitchen,Furniture,779.01,349.11,False,Real Furniture,Home & Kitchen,816.5676179,349.11,401.0,both
82,Rich Furniture,Home & Kitchen,Furniture,235.49,117.43,False,Rich Furniture,Home & Kitchen,246.7716425,117.43,97.0,both
83,Rich Furniture,Home & Kitchen,Furniture,243.1,96.79,False,Rich Furniture,Home & Kitchen,247.6287634,96.79,422.0,both
84,Per Cookware,Home & Kitchen,Cookware,43.2,29.75,False,Per Cookware,Home & Kitchen,44.5928366,29.75,439.0,both
85,Event Furniture,Home & Kitchen,Furniture,530.7,214.98,False,Event Furniture,Home & Kitchen,528.7643611,214.98,39.0,both
86,Less Decor,Home & Kitchen,Decor,443.6,290.11,False,Less Decor,Home & Kitchen,442.4897787,290.11,263.0,both
87,Property Furniture,Home & Kitchen,Furniture,564.0,315.4,False,Property Furniture,Home & Kitchen,554.9187803,315.4,454.0,both
88,Voice Decor,Home & Kitchen,Decor,275.21,206.76,False,Voice Decor,Home & Kitchen,281.3733387,206.76,308.0,both
89,Prepare Cookware,Home & Kitchen,Cookware,247.06,159.34,False,Prepare Cookware,Home & Kitchen,256.9762802,159.34,78.0,both
90,Group Furniture,Home & Kitchen,Furniture,219.22,99.04,False,Group Furniture,Home & Kitchen,220.234977,99.04,393.0,both
91,Almost Decor,Home & Kitchen,Decor,369.86,186.57,False,Almost Decor,Home & Kitchen,366.3209259,186.57,268.0,both
92,Left Furniture,Home & Kitchen,Furniture,148.78,67.35,False,Left Furniture,Home & Kitchen,152.0647821,67.35,449.0,both
93,Fear Appliance,Home & Kitchen,Appliances,98.57,56.95,False,Fear Appliance,Home & Kitchen,98.58708896,56.95,398.0,both
94,Animal Appliance,Home & Kitchen,Appliances,514.73,271.98,False,,,,,,left_only
95,They Appliance,Home & Kitchen,Appliances,711.68,355.85,False,They Appliance,Home & Kitchen,735.5585469,355.85,154.0,both
96,Mind Decor,Home & Kitchen,Decor,682.77,315.19,False,,,,,,left_only
97,Black Appliance,Home & Kitchen,Appliances,628.48,301.4,False,Black Appliance,Home & Kitchen,648.7542798,301.4,465.0,both
98,Southern Appliance,Home & Kitchen,Appliances,71.96,53.12,False,Southern Appliance,Home & Kitchen,72.21614071,53.12,57.0,both
99,Level Decor,Home & Kitchen,Decor,496.87,337.25,False,Level Decor,Home & Kitchen,488.0001471,337.25,213.0,both
100,Sea Appliance,Home & Kitchen,Appliances,283.25,152.25,False,Sea Appliance,Home & Kitchen,295.9245531,152.25,350.0,both
101,Cut Women,Apparel,Women,488.42,300.87,False,Cut Women,Apparel,484.7227078,300.87,411.0,both
102,Three Women,Apparel,Women,396.98,181.63,False,Three Women,Apparel,411.0003644,181.63,325.0,both
103,Carry Women,Apparel,Women,456.96,260.68,False,Carry Women,Apparel,479.6784875,260.68,166.0,both
104,Major Men,Apparel,Men,957.31,360.5,False,Major Men,Apparel,960.3801244,360.5,498.0,both
105,Physical Footwear,Apparel,Footwear,375.87,188.14,False,Physical Footwear,Apparel,393.669437,188.14,4.0,both
106,Oil Footwear,Apparel,Footwear,150.04,54.77,False,Oil Footwear,Apparel,148.5462139,54.77,473.0,both
107,Appear Women,Apparel,Women,963.92,359.12,False,,,,,,left_only
108,Word Men,Apparel,Men,378.75,142.17,False,Word Men,Apparel,386.5048031,142.17,49.0,both
109,Health Footwear,Apparel,Footwear,59.23,34.02,False,,,,,,left_only
110,Section Footwear,Apparel,Footwear,52.92,19.09,False,Section Footwear,Apparel,54.25467172,19.09,73.0,both
111,Situation Men,Apparel,Men,227.31,142.94,False,Situation Men,Apparel,227.5777432,142.94,311.0,both
112,Performance Women,Apparel,Women,10.73,7.39,False,Performance Women,Apparel,10.9172281,7.39,378.0,both
113,Represent Kid,Apparel,Kids,55.28,26.78,False,Represent Kid,Apparel,56.01481192,26.78,357.0,both
114,History Kid,Apparel,Kids,23.97,12.58,False,History Kid,Apparel,23.52326971,12.58,220.0,both
115,Quickly Footwear,Apparel,Footwear,251.88,140.73,False,Quickly Footwear,Apparel,261.5945387,140.73,80.0,both
116,Ahead Men,Apparel,Men,862.37,353.76,False,Ahead Men,Apparel,852.3685931,353.76,314.0,both
117,White Men,Apparel,Men,567.69,267.53,False,White Men,Apparel,561.7868954,267.53,314.0,both
118,During Men,Apparel,Men,611.17,399.46,False,During Men,Apparel,639.8421866,399.46,82.0,both
119,Reflect Kid,Apparel,Kids,519.85,265.26,False,Reflect Kid,Apparel,529.6271338,265.26,268.0,both
120,Society Kid,Apparel,Kids,146.96,60.15,False,Society Kid,Apparel,151.6725413,60.15,220.0,both
121,Themselves Footwear,Apparel,Footwear,183.38,112.48,False,,,,,,left_only
122,Attorney Men,Apparel,Men,607.34,381.56,False,,,,,,left_only
123,Anything Footwear,Apparel,Footwear,840.94,320.39,False,Anything Footwear,Apparel,859.7605111,320.39,384.0,both
124,Act Kid,Apparel,Kids,640.23,396.2,False,,,,,,left_only
125,Increase Women,Apparel,Women,584.13,343.96,False,Increase Women,Apparel,597.0400166,343.96,276.0,both
126,Field Men,Apparel,Men,240.49,89.98,False,Field Men,Apparel,245.6379187,89.98,178.0,both
127,Research Footwear,Apparel,Footwear,111.4,48.35,False,Research Footwear,Apparel,115.4229515,48.35,6.0,both
128,Pretty Kid,Apparel,Kids,686.4,247.87,False,Pretty Kid,Apparel,702.3504557,247.87,296.0,both
129,Direction Kid,Apparel,Kids,492.47,232.09,False,,,,,,left_only
130,Fly Kid,Apparel,Kids,454.11,253.72,False,Fly Kid,Apparel,458.6484361,253.72,154.0,both
131,Spring Kid,Apparel,Kids,797.13,323.06,False,Spring Kid,Apparel,792.9797956,323.06,128.0,both
132,Set Men,Apparel,Men,299.38,175.25,False,Set Men,Apparel,298.5290786,175.25,306.0,both
133,Actually Kid,Apparel,Kids,479.79,201.05,False,Actually Kid,Apparel,492.3708139,201.05,284.0,both
134,Democrat Kid,Apparel,Kids,541.79,321.26,False,Democrat Kid,Apparel,565.7704621,321.26,408.0,both
135,Road Women,Apparel,Women,550.83,338.26,False,Road Women,Apparel,562.8520296,338.26,106.0,both
136,Watch Footwear,Apparel,Footwear,974.39,362.35,False,Watch Footwear,Apparel,963.6329177,362.35,458.0,both
137,Particular Kid,Apparel,Kids,316.92,166.82,False,Particular Kid,Apparel,314.8617833,166.82,259.0,both
138,By Kid,Apparel,Kids,54.35,35.21,False,By Kid,Apparel,55.88621139,35.21,457.0,both
139,About Men,Apparel,Men,835.42,310.66,False,About Men,Apparel,859.9126807,310.66,249.0,both
140,Fall Footwear,Apparel,Footwear,500.02,326.58,False,,,,,,left_only
141,Happen Men,Apparel,Men,251.45,135.51,False,Happen Men,Apparel,248.8757206,135.51,203.0,both
142,Card Footwear,Apparel,Footwear,717.32,352.01,False,Card Footwear,Apparel,741.6584388,352.01,126.0,both
143,Writer Women,Apparel,Women,421.93,163.91,False,Writer Women,Apparel,422.0365074,163.91,253.0,both
144,Almost Women,Apparel,Women,299.76,136.44,False,Almost Women,Apparel,306.7918372,136.44,183.0,both
145,Unit Men,Apparel,Men,61.15,42.96,False,Unit Men,Apparel,61.25201776,42.96,435.0,both
146,Difficult Women,Apparel,Women,443.54,217.53,False,Difficult Women,Apparel,463.1309501,217.53,128.0,both
147,Later Women,Apparel,Women,517.03,396.76,False,Later Women,Apparel,518.5255402,396.76,388.0,both
148,Answer Women,Apparel,Women,304.48,118.69,False,Answer Women,Apparel,305.3394245,118.69,269.0,both
149,Move Kid,Apparel,Kids,382.77,267.43,False,Move Kid,Apparel,384.0998255,267.43,447.0,both
150,Population Kid,Apparel,Kids,182.12,134.07,False,,,,,,left_only
151,Say Fitnes,Sports & Outdoors,Fitness,625.19,246.9,False,Say Fitnes,Sports & Outdoors,632.8354401,246.9,383.0,both
152,Soon Camping,Sports & Outdoors,Camping,910.86,359.13,False,Soon Camping,Sports & Outdoors,894.9195914,359.13,160.0,both
153,Feel Cycling,Sports & Outdoors,Cycling,530.38,238.57,False,Feel Cycling,Sports & Outdoors,535.4187334,238.57,182.0,both
154,Attack Cycling,Sports & Outdoors,Cycling,115.68,58.03,False,Attack Cycling,Sports & Outdoors,116.3723974,58.03,334.0,both
155,Away Camping,Sports & Outdoors,Camping,607.36,258.46,False,Away Camping,Sports & Outdoors,630.5594499,258.46,218.0,both
156,Occur Camping,Sports & Outdoors,Camping,372.8,276.55,False,Occur Camping,Sports & Outdoors,366.2767714,276.55,266.0,both
157,First Camping,Sports & Outdoors,Camping,701.5,278.88,False,First Camping,Sports & Outdoors,697.4723825,278.88,452.0,both
158,Produce Cycling,Sports & Outdoors,Cycling,282.03,119.58,False,Produce Cycling,Sports & Outdoors,280.5854828,119.58,331.0,both
159,Positive Camping,Sports & Outdoors,Camping,818.3,318.32,False,Positive Camping,Sports & Outdoors,856.9355006,318.32,71.0,both
160,Where Camping,Sports & Outdoors,Camping,150.1,98.55,False,Where Camping,Sports & Outdoors,147.4159253,98.55,356.0,both
161,Between Fitnes,Sports & Outdoors,Fitness,68.77,26.32,False,Between Fitnes,Sports & Outdoors,69.1788233,26.32,329.0,both
162,Do Team Sport,Sports & Outdoors,Team Sports,126.53,53.07,False,Do Team Sport,Sports & Outdoors,124.84168,53.07,307.0,both
163,Ready Cycling,Sports & Outdoors,Cycling,598.68,276.03,False,Ready Cycling,Sports & Outdoors,603.0760213,276.03,408.0,both
164,Great Team Sport,Sports & Outdoors,Team Sports,446.58,165.72,False,Great Team Sport,Sports & Outdoors,467.6689038,165.72,443.0,both
165,Up Cycling,Sports & Outdoors,Cycling,605.76,375.16,False,Up Cycling,Sports & Outdoors,611.695561,375.16,271.0,both
166,Power Fitnes,Sports & Outdoors,Fitness,278.38,147.59,False,Power Fitnes,Sports & Outdoors,289.6389051,147.59,212.0,both
167,Practice Fitnes,Sports & Outdoors,Fitness,39.88,15.46,False,,,,,,left_only
168,Wait Camping,Sports & Outdoors,Camping,649.6,325.57,False,Wait Camping,Sports & Outdoors,672.1462586,325.57,140.0,both
169,Contain Cycling,Sports & Outdoors,Cycling,458.05,181.5,False,,,,,,left_only
170,Offer Team Sport,Sports & Outdoors,Team Sports,723.66,264.39,False,,,,,,left_only
171,Her Camping,Sports & Outdoors,Camping,14.73,5.95,False,,,,,,left_only
172,Half Team Sport,Sports & Outdoors,Team Sports,104.56,40.01,False,Half Team Sport,Sports & Outdoors,105.5451084,40.01,91.0,both
173,Soon Fitnes,Sports & Outdoors,Fitness,587.7,354.03,False,Soon Fitnes,Sports & Outdoors,600.8140569,354.03,495.0,both
174,Social Cycling,Sports & Outdoors,Cycling,864.84,363.2,False,Social Cycling,Sports & Outdoors,871.8397389,363.2,37.0,both
175,Either Fitnes,Sports & Outdoors,Fitness,600.57,253.72,False,Either Fitnes,Sports & Outdoors,623.7110186,253.72,41.0,both
176,Where Cycling,Sports & Outdoors,Cycling,199.39,136.86,False,,,,,,left_only
177,Hour Camping,Sports & Outdoors,Camping,156.12,86.79,False,Hour Camping,Sports & Outdoors,157.9203984,86.79,394.0,both
178,Rich Cycling,Sports & Outdoors,Cycling,563.12,213.76,False,Rich Cycling,Sports & Outdoors,567.6808338,213.76,74.0,both
179,Our Camping,Sports & Outdoors,Camping,478.65,175.67,False,Our Camping,Sports & Outdoors,487.1382294,175.67,50.0,both
180,Grow Team Sport,Sports & Outdoors,Team Sports,843.45,385.76,False,Grow Team Sport,Sports & Outdoors,867.7334169,385.76,454.0,both
181,Choice Team Sport,Sports & Outdoors,Team Sports,37.18,20.67,False,Choice Team Sport,Sports & Outdoors,37.2778559,20.67,38.0,both
182,Answer Fitnes,Sports & Outdoors,Fitness,500.91,191.38,False,Answer Fitnes,Sports & Outdoors,492.0578755,191.38,457.0,both
183,High Camping,Sports & Outdoors,Camping,942.96,369.47,False,,,,,,left_only
184,Important Cycling,Sports & Outdoors,Cycling,278.4,122.21,False,,,,,,left_only
185,Avoid Camping,Sports & Outdoors,Camping,582.19,268.37,False,Avoid Camping,Sports & Outdoors,588.7853424,268.37,199.0,both
186,Along Fitnes,Sports & Outdoors,Fitness,290.81,213.7,False,Along Fitnes,Sports & Outdoors,286.6127164,213.7,364.0,both
187,Artist Team Sport,Sports & Outdoors,Team Sports,127.57,97.88,False,Artist Team Sport,Sports & Outdoors,126.1904695,97.88,227.0,both
188,Involve Fitnes,Sports & Outdoors,Fitness,550.0,321.55,False,Involve Fitnes,Sports & Outdoors,540.8990538,321.55,129.0,both
189,Message Team Sport,Sports & Outdoors,Team Sports,24.7,9.49,False,,,,,,left_only
190,Over Cycling,Sports & Outdoors,Cycling,707.42,308.25,False,Over Cycling,Sports & Outdoors,702.2435914,308.25,216.0,both
191,Yeah Camping,Sports & Outdoors,Camping,457.7,215.03,False,Yeah Camping,Sports & Outdoors,476.2062035,215.03,347.0,both
192,Participant Camping,Sports & Outdoors,Camping,697.79,370.47,False,Participant Camping,Sports & Outdoors,698.5602671,370.47,345.0,both
193,Add Camping,Sports & Outdoors,Camping,351.11,219.39,False,Add Camping,Sports & Outdoors,361.5462871,219.39,106.0,both
194,Quickly Fitnes,Sports & Outdoors,Fitness,222.76,133.52,False,,,,,,left_only
195,After Fitnes,Sports & Outdoors,Fitness,132.26,54.56,False,After Fitnes,Sports & Outdoors,130.5676399,54.56,340.0,both
196,Information Cycling,Sports & Outdoors,Cycling,518.75,269.71,False,Information Cycling,Sports & Outdoors,544.1892626,269.71,30.0,both
197,Own Camping,Sports & Outdoors,Camping,538.79,292.48,False,Own Camping,Sports & Outdoors,552.9192534,292.48,74.0,both
198,Later Cycling,Sports & Outdoors,Cycling,266.02,125.87,False,Later Cycling,Sports & Outdoors,265.6721168,125.87,134.0,both
199,Yes Fitnes,Sports & Outdoors,Fitness,51.0,33.26,False,Yes Fitnes,Sports & Outdoors,53.31193254,33.26,62.0,both
200,White Fitnes,Sports & Outdoors,Fitness,533.81,381.57,False,White Fitnes,Sports & Outdoors,536.4790789,381.57,55.0,both
201,When Supplement,Beauty & Health,Supplements,567.68,386.16,False,When Supplement,Beauty & Health,589.8946433,386.16,52.0,both
202,Thank Skincare,Beauty & Health,Skincare,514.85,201.68,False,Thank Skincare,Beauty & Health,528.8838586,201.68,75.0,both
203,Officer Skincare,Beauty & Health,Skincare,431.09,194.05,False,,,,,,left_only
204,Artist Supplement,Beauty & Health,Supplements,578.66,316.23,False,Artist Supplement,Beauty & Health,579.5108486,316.23,181.0,both
205,Back Haircare,Beauty & Health,Haircare,367.74,219.49,False,Back Haircare,Beauty & Health,363.9341342,219.49,401.0,both
206,Office Skincare,Beauty & Health,Skincare,612.54,396.87,False,Office Skincare,Beauty & Health,617.8947184,396.87,394.0,both
207,Impact Haircare,Beauty & Health,Haircare,518.71,193.04,False,Impact Haircare,Beauty & Health,518.3505358,193.04,9.0,both
208,Series Skincare,Beauty & Health,Skincare,260.07,138.05,False,Series Skincare,Beauty & Health,258.1701289,138.05,61.0,both
209,Leg Skincare,Beauty & Health,Skincare,797.01,323.49,False,Leg Skincare,Beauty & Health,816.3223287,323.49,140.0,both
210,Me Haircare,Beauty & Health,Haircare,177.09,78.49,False,Me Haircare,Beauty & Health,185.6791824,78.49,234.0,both
211,Everyone Skincare,Beauty & Health,Skincare,943.9,390.53,False,Everyone Skincare,Beauty & Health,930.3826516,390.53,235.0,both
212,Another Personal Care,Beauty & Health,Personal Care,445.65,224.31,False,,,,,,left_only
213,Star Supplement,Beauty & Health,Supplements,111.83,82.05,False,Star Supplement,Beauty & Health,113.9977771,82.05,359.0,both
214,Safe Skincare,Beauty & Health,Skincare,304.46,229.66,False,Safe Skincare,Beauty & Health,307.4321347,229.66,496.0,both
215,Want Supplement,Beauty & Health,Supplements,501.1,260.54,False,,,,,,left_only
216,Effort Supplement,Beauty & Health,Supplements,492.92,345.22,False,Effort Supplement,Beauty & Health,513.4723992,345.22,11.0,both
217,Measure Skincare,Beauty & Health,Skincare,479.18,238.38,False,Measure Skincare,Beauty & Health,486.4597418,238.38,90.0,both
218,Month Supplement,Beauty & Health,Supplements,127.17,50.54,False,Month Supplement,Beauty & Health,128.2295219,50.54,455.0,both
219,Example Supplement,Beauty & Health,Supplements,211.99,100.68,False,Example Supplement,Beauty & Health,212.3521718,100.68,283.0,both
220,Run Skincare,Beauty & Health,Skincare,475.38,343.89,False,Run Skincare,Beauty & Health,471.152263,343.89,207.0,both
221,Response Haircare,Beauty & Health,Haircare,704.75,279.27,False,Response Haircare,Beauty & Health,738.5217014,279.27,292.0,both
222,Car Supplement,Beauty & Health,Supplements,264.61,137.96,False,Car Supplement,Beauty & Health,274.0224199,137.96,3.0,both
223,Sense Supplement,Beauty & Health,Supplements,57.85,32.82,False,Sense Supplement,Beauty & Health,58.86542646,32.82,492.0,both
224,Voice Skincare,Beauty & Health,Skincare,23.12,13.38,False,Voice Skincare,Beauty & Health,23.1087399,13.38,49.0,both
225,Discover Skincare,Beauty & Health,Skincare,939.11,348.19,False,Discover Skincare,Beauty & Health,960.5835774,348.19,129.0,both
226,Recognize Skincare,Beauty & Health,Skincare,211.98,146.93,False,Recognize Skincare,Beauty & Health,218.0682579,146.93,221.0,both
227,Daughter Supplement,Beauty & Health,Supplements,192.19,129.37,False,Daughter Supplement,Beauty & Health,195.6050644,129.37,301.0,both
228,Over Skincare,Beauty & Health,Skincare,162.75,94.91,False,Over Skincare,Beauty & Health,163.4899034,94.91,467.0,both
229,Thus Skincare,Beauty & Health,Skincare,690.53,325.2,False,Thus Skincare,Beauty & Health,691.5817409,325.2,383.0,both
230,Fight Supplement,Beauty & Health,Supplements,829.69,362.81,False,Fight Supplement,Beauty & Health,853.2213475,362.81,261.0,both
231,Food Personal Care,Beauty & Health,Personal Care,410.59,301.66,False,Food Personal Care,Beauty & Health,403.0149052,301.66,44.0,both
232,Partner Personal Care,Beauty & Health,Personal Care,71.83,39.91,False,Partner Personal Care,Beauty & Health,73.96191404,39.91,59.0,both
233,Say Haircare,Beauty & Health,Haircare,82.49,30.29,False,Say Haircare,Beauty & Health,85.11124673,30.29,106.0,both
234,House Skincare,Beauty & Health,Skincare,486.72,356.89,False,House Skincare,Beauty & Health,496.8041706,356.89,422.0,both
235,Training Personal Care,Beauty & Health,Personal Care,370.09,218.16,False,Training Personal Care,Beauty & Health,370.7166499,218.16,477.0,both
236,Down Haircare,Beauty & Health,Haircare,55.21,35.56,False,Down Haircare,Beauty & Health,57.25206354,35.56,218.0,both
